hillnumber, hillname, region, parent, classification, metres, feet, gridref, gridref10, colgridref, colheight, drop, feature, observations, survey, revision, comments, map50, map25, xcoord, ycoord, latitude, longitude, country, climbed, tumponly,Ma,Ma=,Hu,Hu=,Tu,Sim,M,MT,F,C,G,D,DT,DN,Hew,N,5,5D,5H,4,3,2,1,0,sMa,sHu,sSim,s5,s5D,s5H,s4,W,WO,B,Sy,Fel,CoH,CoU,CoA,CoL,SIB,xMT,xC,xG,xN,xDT,Mur,CT,GT,BL,Bg,T100,P600,P500,O,Un
422,"Beinn a'Ghlo - Braigh Coire Chruinn-bhalgain","06B",,"Ma,M,Sim","1070","3510","NN945724","NN 94564 72394","NN 9583 7269","847.6","222.4","flat rock 7m S of cairn","","Leica Disto/Leica RX1250","2015-08-22","summit measured as 1070.0m","43","OL51E 394E","294563","772403","56.831083","-3.729505","S","",0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
424,"Glas Tulaichean","06B",,"Ma,M,Sim","1051","3448","NO051760","NO 05105 76003","NO141774","667","384","trig point","ground in 10m radius about as high","","2011-10-17","","43","OL52N 387N","305104","776012","56.865766","-3.55818","S","",0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
425,"Beinn Iutharn Mhor","06B",,"Ma,M,Sim","1045","3428","NO045792","NO 04567 79270","NO058779","798","247","cairn","","obvious summit","2012-08-15","","43","OL52N 387N","304566","779279","56.894994","-3.568229","S","",0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
426,"Carn an Righ","06B",,"Ma,M,Sim","1029","3376","NO028772","NO 02872 77257","NO038771","771","258","cairn/summit shelter","","obvious summit","2001-10-28","","43","OL52N 387N","302871","777266","56.876565","-3.595272","S","",0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
428,"Carn a'Gheoidh","06B",,"Ma,M,Sim","975","3199","NO107767","NO 10704 76692","NO090777","677","298","cairn","embedded boulder 5m S of cairn is highest visible feature but higher ground probably lies under cairn","Abney level","2001-10-28","","43","OL52N 387N","310703","776700","56.873065","-3.466616","S","",0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
429,"Beinn a'Ghlo - Carn Liath","06B",,"Ma,M,Sim","976","3202","NN936698","NN 93607 69822","NN938714","765","211","large cairn","cairn base is 80cm higher than trig point flush bracket","Abney level","2011-10-17","","43","OL51E 394E","293606","769831","56.807770","-3.744106","S","",0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
432,"Carn Bhac","06B",,"Ma,M,Sim","945.1","3101","NO051832","NO 05105 83216","NO 0475 8065","758.2","186.8","small cairn 30m S of large shelter cairn","shelter cairn is at NO 05099 83246","Leica Disto/Leica RX1250","2016-09-05","","43","OL52N 387N","305104","783225","56.930541","-3.56088","S","",0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
433,"An Socach","06B",,"Ma,M,Sim","944","3097","NO079800","NO 07940 80007","NO079789","756","188","cairn","cairn 50m SE at NO 07980 79973 is of similar height","","2014-12-15","","43","OL52N 387N","307939","780016","56.902295","-3.513148","S","",0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
435,"The Cairnwell","06B",428,"Hu,M,Sim","933","3061","NO134773","NO 13487 77350","NO127781","808","125","huge cairn","","obvious summit","2009-11-20","","43","OL52N 387N","313486","777358","56.879502","-3.421198","S","",0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
438,"Carn Aosda","06B",428,"Hu,M,Sim","915.3","3003","NO133791","NO 13398 79155","NO127785","795","120","small embedded rock on SW edge of cairn","","Leica NA730/Leica GS15","2015-07-21","","43","OL52N 387N","313397","779164","56.895696","-3.423274","S","",0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
457,"Lochnagar - Cac Carn Beag","07A",,"Ma,M,Sim","1156","3793","NO243861","NO 24372 86129","NN999825","485","671","rock tor 2m NE of trig point","","obvious summit","2013-12-03","","44","OL53N 388N","324372","786138","56.960254","-3.24526","S","",0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0
459,"Carn a'Choire Bhoidheach","07A",457,"M,Sim","1109.9","3641","NO226845","NO 22673 84548","NO240851","1035","75","cairn","","Abney level/Leica RX1250","2013-08-03","","44","OL53N 388N","322673","784557","56.945773","-3.272707","S","",0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
461,"Glas Maol","07A",,"Ma,M,Sim,CoH, CoU","1068","3504","NO166765","NO 16700 76567","NO216802","874","194","trig point","ground to 20m N and S of trig point is about same height","Abney level","2012-08-15","","43","OL52N 387N","316699","776576","56.873059","-3.368236","S","",0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
463,"Cairn of Claise","07A",461,"Hu,M,Sim","1064","3491","NO185788","NO 18549 78882","NO174778","945","119","cairn on rocky knoll","","Abney level","2009-11-20","","43","OL52N OL53N 387N 388","318548","778890","56.894178","-3.338654","S","",0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
465,"Carn an t-Sagairt Mor","07A",457,"M,Sim","1047","3435","NO208842","NO 20811 84271","NO212846","962","85","large boulder next to cairn","","Abney level/Leica RX1250","2013-08-03","Height measured as 1047.0m. Large cairn to North lower","44","OL53N 388N","320810","784280","56.942973","-3.303227","S","",0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
467,"Carn an Tuirc","07A",461,"M,Sim","1019","3343","NO174804","NO 17455 80474","NO182802","955","64","no feature","cairn 35m WSW at NO 17420 80461 is 0.5m lower; many loose rocks in summit area; cairn 350m ENE at NO 17806 80539 is a few metres lower","Abney level","2012-08-15","","43","OL52N OL53N 387N 388","317454","780483","56.908283","-3.357125","S","",0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
468,"Cairn Bannoch","07A",457,"M,Sim","1012","3320","NO222825","NO 22289 82546","NO211835","935","77","cairn","","obvious summit","2012-08-15","","44","OL53N 388N","322288","782555","56.927728","-3.278403","S","",0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
470,"Broad Cairn","07A",457,"M,Sim","998","3274","NO240815","NO 24057 81559","NO234817","934","64","cairn","","","2001-10-28","","44","OL53N 388N","324057","781568","56.919157","-3.249066","S","",0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
472,"Creag Leacach","07A",461,"M,Sim","988.2","3242","NO154745","NO 15469 74540","NO 1573 7490","917.5","70.7","cairn on rock rib","","obvious summit/Leica RX1250","2015-08-22","","43","OL52N 387N","315468","774548","56.854631","-3.387751","S","",0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
479,"Tolmount","07A",457,"M,Sim","958","3143","NO210800","NO 21052 80009","NO206794","886","72","cairn","","obvious summit","2012-08-15","","44","OL53N 388N","321051","780018","56.904734","-3.29793","S","",0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
480,"Tom Buidhe","07A",461,"M,Sim","957","3140","NO213787","NO 21368 78765","NO202790","886","71","cairn","","obvious summit","2012-08-15","","44","OL53N 388N","321367","778774","56.893615","-3.292356","S","",0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
483,"Driesh","07A",461,"Hu,M,Sim","947","3107","NO271735","NO 27117 73582","NO 2602 7381","809","138","trig point","","","2014-11-11","col surveyed with Abney level","44","OL53S 388S","327117","773590","56.848003","-3.196523","S","",0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
485,"Mount Keen","07B",,"Ma,M,Sim","939","3081","NO409869","NO 40905 86918","NO372867","627","312","rock 1m S of trig point","","obvious summit","2001-10-28","","44","OL54 395","340905","786927","56.969751","-2.973622","S","",0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
486,"Mayar","07A",461,"Hu,M,Sim","928","3045","NO240737","NO 24082 73740","NO218761","817","111","cairn","","","2009-11-20","","44","OL53S 388S","324081","773749","56.848936","-3.246316","S","",0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
518,"Ben Macdui [Beinn Macduibh]","08A",,"Ma,M,Sim,CoH, CoU,CoA","1309","4295","NN988989","NN 98900 98934","NN632842","359","950","trig point on large platform","","","2007-03-10","Double county/UA top","36 43","OL57S 403S","298899","798943","57.070368","-3.669099","S","",0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0
519,"Braeriach","08A",,"Ma,M,Sim","1296","4252","NN953999","NN 95328 99906","NH973013","835","461","rock c 20m NE of cairn","top of rock is level with half way up the cairn","Abney level","2011-10-17","","36 43","OL57S 403S","295327","799915","57.078298","-3.728389","S","",0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
521,"Cairn Toul","08A",,"Ma,M,Sim","1291","4236","NN963972","NN 96329 97219","NN946975","1125","166","large cairn","","","2001-10-28","","36 43","OL57S 403S","296328","797228","57.054397","-3.710773","S","",0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
523,"Sgor an Lochain Uaine","08A",521,"Hu,M,Sim","1258","4127","NN954976","NN 95429 97684","NN958972","1140","118","cairn","","","2009-11-20","","36 43","OL57S 403S","295428","797693","57.058369","-3.725797","S","",0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
525,"Cairn Gorm","08A",518,"Hu,M,Sim,sMa","1244.8","4084","NJ005040","NJ 00517 04056","NH 9989 0350","1099","145.8","rock at base of large cairn","","Leica RX1250","2015-07-27","col measurement is 1099.0m","36","OL57S 403S","300516","804065","57.116714","-3.644477","S","",0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
529,"Beinn a'Bhuird [Beinn a'Bhuird North Top]","08B",,"Ma,M,Sim","1197","3927","NJ092006","NJ 09232 00612","NJ033005","741","456","cairn","","","2012-10-15","","36","OL58S 404S","309231","800621","57.08759","-3.499366","S","",0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
531,"Beinn Mheadhoin","08A",,"Ma,M,Sim","1182.9","3881","NJ024016","NJ 02461 01686","NJ007006","929","254","rock tor","","obvious summit/Leica RX1250","2015-07-27","","36","OL57S 403S","302460","801695","57.095849","-3.611464","S","",0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
536,"Ben Avon - Leabaidh an Daimh Bhuidhe","08B",,"Ma,M,Sim","1171","3842","NJ131018","NJ 13195 01836","NJ118010","974","197","rock tower","","Abney level","2007-03-10","","36","OL58S 404S","313194","801845","57.099347","-3.434422","S","",0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
538,"Beinn Bhrotain","08A",,"Ma,M,Sim","1157","3796","NN954922","NN 95413 92283","NN937958","899","258","trig point","ground 25m N at NN 95420 92305 is as high","Abney level","2012-10-15","","43","OL57S 403S","295412","792292","57.009868","-3.723813","S","",0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
539,"Derry Cairngorm","08A",518,"Hu,M,Sim,sMa","1155","3789","NO017980","NO 01735 98023","NO012989","1014","141","northern of two cairns","cairns are about 50m apart","","2001-10-28","","36 43","OL57S 403S","301734","798032","57.062801","-3.622004","S","",0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
548,"Sgor Gaoith","08A",,"Ma,M,Sim","1118","3668","NN903989","NN 90301 98952","NN916955","876","242","ground on edge of crag","","obvious summit","2014-12-15","","36 43","OL57S 403S","290300","798961","57.068561","-3.810856","S","",0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
549,"Monadh Mor","08A",538,"Hu,M,Sim","1113","3652","NN938942","NN 93865 94207","NN947927","975","138","rock 12m S of cairn","rock is 15cm higher than cairn at NN 93860 94216","Abney level","2009-11-20","","36 43","OL57S 403S","293864","794216","57.026790","-3.750102","S","",0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
557,"Bynack More","08A",,"Ma,M,Sim","1090","3576","NJ041063","NJ 04191 06364","NJ018033","807","283","rock 45m N of cairn","cairn is at NJ 04190 06321","Abney level","2007-03-10","","36","OL57N OL57S OL58N OL","304190","806373","57.13822","-3.584716","S","",0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
559,"Beinn a'Chaorainn","08B",,"Ma,M,Sim","1083","3553","NJ045013","NJ 04516 01353","NJ063003","837","246","large cairn","","","2012-10-15","","36","OL57S OL58S 403S 404","304515","801362","57.09329","-3.577435","S","",0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
567,"Carn a'Mhaim","08A",,"Ma,M,Sim","1037","3402","NN994951","NN 99458 95190","NN986971","806","231","cairn","","","2012-10-15","","36 43","OL57S 403S","299457","795199","57.036871","-3.6584","S","",0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
571,"Mullach Clach a'Bhlair","08A",548,"Hu,M,Sim","1019","3343","NN882927","NN 88287 92693","NN890949","915","104","cairn","","","2009-11-20","","35 43","OL57S 403S","288286","792702","57.011879","-3.841271","S","",0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
575,"The Devil's Point","08A",521,"M,Sim","1004","3294","NN976951","NN 97611 95108","NN970953","915","89","cairn","","","2001-10-28","","36 43","OL57S 403S","297610","795117","57.035728","-3.688788","S","",0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
587,"Beinn Bhreac","08B",559,"M,Sim","931","3054","NO058970","NO 05871 97065","NO050986","848","83","cairn","","","2012-11-10","","36 43","OL57S OL58S 403S 404","305870","797074","57.055063","-3.553471","S","",0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
621,"Carn Dearg","09B",,"Ma,M,Sim","945.7","3103","NH635023","NH 63570 02388","NN410941","355","591","cairn","","Leica RX1250","2015-07-27","","35","OL56 402","263568","802398","57.092261","-4.253246","S","",0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
623,"A'Chailleach","09B",621,"Hu,M,Sim","929.2","3049","NH681041","NH 68112 04168","NH 6745 0432","820.9","108.3","cairn/windshelter","","Leica RX1250","2015-07-27","","35","OL56 402","268110","804178","57.109564","-4.179285","S","",0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
624,"Geal Charn","09B",621,"Hu,M,Sim","926","3038","NN561987","NN 56146 98758","NN569998","826","100","2m high cairn","","obvious summit","2012-11-10","","35","OL55 401","256144","798768","57.057418","-4.373572","S","",0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
626,"Carn Sgulain","09B",621,"M,Sim","920.3","3019","NH683058","NH 68304 05811","NH 6713 0563","848.8","71.5","ground 7m N of cairn","cairn 150m ENE at NH 68432 05880 is lower","Leica Disto/Leica RX1250","2014-07-28","","35","OL56 402","268302","805821","57.124371","-4.176986","S","",0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
658,"Creag Meagaidh","09C",,"Ma,M,Sim","1128","3701","NN418875","NN 41844 87537","NN566903","261","867","large cairn","","obvious summit","2001-10-28","","34 42","OL55 401","241841","787546","56.952033","-4.602084","S","",0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
662,"Stob Poite Coire Ardair","09C",658,"Hu,M,Sim","1054","3458","NN428888","NN 42888 88835","NN426885","945","109","small cairn","","obvious summit","2012-11-10","","34 42","OL55 401","242885","788844","56.964037","-4.585745","S","",0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
663,"Beinn a'Chaorainn","09C",,"Ma,M,Sim","1052","3451","NN386850","NN 38609 85055","NN396866","822","230","cairn","","","2012-11-10","See Database Notes","34 41","OL55 400 401","238606","785064","56.928643","-4.653628","S","",0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
668,"Carn Liath","09C",658,"M,Sim","1006","3301","NN472903","NN 47230 90316","NN462902","919","87","large cairn","","obvious summit","2001-10-28","","34","OL55 401","247227","790326","56.978784","-4.515305","S","",0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
675,"Beinn Teallach","09C",,"Ma,M,Sim,xC","914.6","3001","NN361859","NN 36139 85964","NN372871","614","301","rock 5m S of cairn","note this is the NE top; larger cairn on SW top (NN 36025 85905) is not the summit and is 0.6m lower","Leica NA730/Leica 530","2009-11-20","","34 41","400","236136","785973","56.935928","-4.694757","S","",0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
683,"Gleouraich","10A",,"Ma,M,Sim","1035","3396","NH039053","NH 03948 05335","NH038116","270","765","cairn","","","2001-10-28","","33","414S","203945","805345","57.097163","-5.238035","S","",0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
684,"Sgurr a'Mhaoraich","10A",,"Ma,M,Sim","1027","3369","NG983065","NG 98399 06540","NH051068","319","708","large cairn","outcrop 30m N at NG 98396 06571 is as high","Abney level","2012-11-10","","33","414S","198395","806551","57.105573","-5.330434","S","",0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
685,"Aonach air Chrith","10A",,"Ma,M,Sim","1019.5","3345","NH051083","NH 05106 08344","NG977098","527","493","small rock 10m N of cairn","","Leica RX1250","2014-12-08","","33","414S","205103","808354","57.124640","-5.221291","S","",0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
687,"Sgurr an Doire Leathain","10A",,"Ma,M,Sim","1010","3314","NH015098","NH 01527 09878","NH022093","821","189","cairn","","","2007-03-10","","33","414S","201524","809889","57.13687","-5.281531","S","",0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
688,"The Saddle","10A",,"Ma,M,Sim","1011.4","3318","NG936131","NG 93614 13113","NG952111","677","334","small cairn","","Leica RX1250","2014-10-04","Marilyn relocated from hill 686 in Sep 2014. See Database Notes.","33","414N 414S","193610","813124","57.162395","-5.414721","S","",0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
690,"Sgurr an Lochain","10A",687,"Hu,M,Sim","1004","3294","NH005104","NH 00583 10410","NH009099","881","123","cairn","","","2012-11-10","","33","414S","200580","810421","57.141232","-5.297527","S","",0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
691,"Spidean Mialach","10A",,"Ma,M,Sim","996","3268","NH065043","NH 06595 04296","NH054048","739","257","well built wind shelter","","","2013-12-03","","33","414S","206592","804306","57.088964","-5.193614","S","",0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
692,"Druim Shionnach","10A",685,"Hu,M,Sim","987","3238","NH074084","NH 07444 08475","NH056081","886","101","cairn","","","2009-11-20","","33","414S","207441","808485","57.126803","-5.182842","S","",0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
